Sat May 16 15:00:04 2020,随着人们对疾病临床表现和病理认识的深入、以及诊疗经验的积累为进一步加强外防输入、内防反弹的新冠疫情防控工作上海市医学会感染病专科分会拟组织“上海专家话抗疫”专题网络会由现任主任委员张文宏教授牵头邀请参加援鄂医疗队和战斗在上海防控一线的专家进行交流讨论 张文宏医生的 ...
Sat May 16 14:58:43 2020,张文宏医生入驻
Sat May 16 08:44:59 2020,看到很多以张文宏名义写的疫情分析或者名言警句似乎合情但常不合科学道理也就是说合情而不合理恐多产生误导。鉴于此开设本人传播第一手的信息与观点。本人在上海本地抗疫100余日而今援鄂兄弟姐妹成建制100%返沪。今天下午3点在上海市医学会主持下由徐建光会长亲任主席遍请上海各 ...
Sat Jun 20 08:01:32 2020,国际新冠疫情抵抗策略出现分裂抗疫之路何去何从北京正为为彻底管控疫情加大力度。目前的传播路线集中在与新发地市场相关的餐饮业人员与采购人员及其密切接触者上传播链涉及人际传播或者经污染食材传播。根据这一发现后阶段的防控将更为精准。救治方面北京聚集全市优势医疗力量在地坛医院展 ...
Sun Jun 14 23:06:03 2020,精准防控不伤全局将是中国抗疫常态 精准防控不伤全局将是中国抗疫常态从6月11日以来北京发现44例确诊病例还有一些主动筛查中发现的无症状携带病例。好消息是所有病例都与新发地市场有关没有看到无传播途径的病例说明防控处于疾病扩散的早期。按照目前的处置力度与速度这场疫情可 ...
Fri Jun 12 22:53:00 2020,中国会持续处于“接近零（本土）病例”的状态而并非“无病例” 今天北京通报了两例本地新冠肺炎病例。非输入性的本地病例在流行病学上有比较重要的意义。当地政府和疾控全面展开流行病学调查全国也予以极大。该怎么理解这种现象? 这两例属于因症就诊患者后续的流行病学主动筛查的结果 ...
Sun Jun 07 19:04:19 2020,最近逐渐恢复正常的工作与生活。周末繁忙的一天从早上7点开始早上7点出现在华山医院I期临床研究中心完成了新冠病毒中和抗体临床研究首例受试者给药这是由张菁教授和我共同牵头的全球首个在健康受试者中开展的新冠病毒中和抗体临床试验为中国自主知识产权的候选新药JS016开展临床试验为探索 ...
Thu Jun 04 19:14:05 2020,近日参加的一个国际公卫专家和感染专家圆桌讨论会和美国著名公共卫生专家世界银行副行长金墉教授以及来自于意大利、新加坡与中国香港的多位专家做了对话了解了国际上科学界对目前全球复杂抗疫局面的不同声音。 金墉教授是韩裔美国医学专家曾任哈佛大学医学院的系主任曾任世界卫生组织担任 ...
Mon Jun 01 20:58:23 2020,各位大朋友小朋友儿童节快乐🤗🤗过完这个节日明天（6月2日）上海市小学一、二、三年级返校复学沪上托幼机构也将陆续开园。这意味着明天起上海所有学龄儿童都可以返校上课了。复学后孩子如何保证安全呢相信是各位家长很关心的问题。防护措施有很多要点就几个1. 勤洗手 2. 近距离接触 ...
Mon Jun 01 11:37:17 2020,抗疫也是一场人类文明和自然界挑战的较量。中华文明是世界上仅存的最古老文明。多年前（4年前）的一段讨论今天被大家重新让我们对中华文明倍感骄傲这是一个走的最远且依旧生动的文明。直到今天这个文明依旧存在且影响着现代社会而且必将继续影响下去。辟谣 张文宏医生的
Sun May 31 21:56:06 2020,吸烟是危害人群健康的主要危险因素之一我们国家目前非常有效地保护人群健康对控烟工作做出了两项法律和政策一个是将于今年6月1日开始实施的基本医疗卫生与健康促进法另外一个是国家下发的健康中国2030的规划纲要以及行动计划。控烟工作是我们国家卫生健康工作非常重要的一个方面同时也直接关 ...
Sat May 30 14:48:55 2020,今天是全国科技工作者日有机会获得全国创新争先奖深感压力。未来的中国最大的挑战仍然来自于科技是否能够领先。疫情能否长期得到有效控制将会越来越依赖于科技上是否能取得突破。期望国家越来越好医务工作者和科学工作者秉承创新、求实与服务民众的信念为社会作出更多的贡献。 ...
Mon Sep 14 22:19:16 2020,老新闻了 👉 情况说明
Mon Sep 14 18:45:02 2020,事实⬇️
Sun Sep 13 09:09:32 2020,全球抗疫曙光乍现近日世界疫情看似无边蔓延峰值至今未至其实曙光已现。一、全球逐渐达成共识。最大的好消息还是来自于联合国联合国大会通过新冠疫情决议去“开展国际合作践行多边主义团结互助是全世界有效应对新冠疫情等全球危机的唯一途径”。全球合作是控制疫情的基本条件否则 ...
Thu Sep 10 23:19:05 2020,祝福所有老师平安喜乐所有学生健康成长 张文宏医生的
Tue Sep 08 19:10:53 2020,今天我是代表我们科室远赴武汉和留守本地抗疫的兄弟姐妹们来这里领奖这个奖属于大家这场疫情以来无论是援鄂还是留守抗疫的兄弟姐妹们都付出了很多。今天总书记的接见是对我们前个阶段工作的认可、鼓励和总结。这是一场新中国历史上从未经历过的一场蔓延速度最快、涉及范围最广、防控难度最大 ...
Tue Sep 01 22:16:04 2020,开学第一课 很高兴能够在今天《开学第一课》上向小朋友和各位家长们十条健康建议。希望新的一学期各位同学们能够健康生活努力学习各位同学们和家长们也一定要记得在学习之余多注重锻炼、营养及充足的休息。少年强中国强健康成长比成绩更重要
Thu Aug 27 00:31:02 2020,今天是我的生日08月27日来祝福我吧~
Fri Nov 26 22:33:38 2021,上海多家医院今天关闭门急诊服务引起网络的广泛民众担心疫情已经扩散。其实只是按照标准流程对于次密接进行排查。动态清零精准防控但是不能有疏漏这是防控原则并非疫情不可掌控。 上海并不存在院内感染现象间隔24小时查两次核酸检测如果为阴性预计从11月27日晨即会陆续开 ...
Tue Aug 25 07:25:11 2020,“再感染”病例非一般意义上“复阳”香港报道一名新冠肺炎康复者欧洲旅游返程再次检测核酸呈阳性经港大微生物系测序证实与此前感染病毒株存在差异因此证明是“再感染”而非一般意义上的“复阳”。  此前大陆、香港以及国外也多有复阳报告但多数认为属于无传染性的核酸残留未发现有 ...
Tue Nov 02 20:27:15 2021,疫情还在高危运行期。上海的这场疫情防控也刚刚开始远不能说已经取得胜利。但我们相信这场疫情如钟院士所说全国各地疫情均会在国家统一指挥调动下稳定受控上海也不例外。这场疫情离不开还非常仰仗所有民众和防疫部队的配合及时在触发高危风险时上报接受快速检测让防疫部队能有机会第一 ...
Sat Aug 22 23:16:30 2020,今天世卫组织表示疫苗将是全球抗击新冠疫情的重要工具但它不能自行结束新冠大流行也不能保证科学家会找到疫苗。世界卫生组织总干事谭德塞说“我们回不到过去的样子了”。这句话打击了大家对疫苗期盼已久的殷切希望。无独有偶一周前和中国著名病毒学家闻玉梅院士在一起她说”有了（ ...
Mon Nov 01 00:13:23 2021,疫情常态化疫情处理标准化。所有的游客现在可以安然入睡了但我的无数同事会继续工作完成防控的所有标准程序只是为了让这个城市和经过这个城市的人们生活更美好一点感谢今天不灭的烟火让我们看到人类在灾难前面的从容淡定与对未来的信心。
Fri Sep 24 10:26:29 2021,最近有一篇关于“上海的努力终于被看到了”的文章我也看了试图从旁观者的角度看。在文章里面看到了我自己看到了无数的战友看到了千千万万的上海市民看到了路过上海回家的忙忙碌碌的人群都在这个城市的抗疫中做出了重要贡献。每一位市民支持防疫的点点滴滴每一个抗疫工作人员的日常工作 ...
Tue Sep 21 00:07:36 2021,但愿人长久千里共婵娟
Fri Aug 27 04:22:10 2021,今天是我的生日08月27日来祝福我吧~
Thu Jul 29 01:11:18 2021,南京疫情促使全国经受压力测试为未来疫情防控提供更多思考 近期南京疫情跨省传播成为输入性疫情引发国内传播的新模式。在严格管控疫情和加速疫苗接种的今天发生多省疫情扩散引发公众对于未来的巨大不安这份不安其实来自对于未来巨大不确定性的不安。 1. 南京疫情会不会失控或者继续恶化 ...
Sat Jun 12 23:57:34 2021,新冠病毒变异株临床数据汇总提示人类仍可赢得这场持久战 近期国内民众广泛的物种走向有两个一个是云南亚洲象的迁徙路线另外一个就是老对手新冠病毒的变异走向。今天主要聊下第二个。第一个大家自己每日追踪大象行踪就可以了。自去年起SARS-CoV-2不断出现的变异株引发。特别是近期 ...
Sun May 16 14:06:17 2021,从鲅鱼圈到台北圈再次讨论消除新冠流行的路线图 安徽六安新冠病例的源头逐渐清晰。中国疾控吴尊友教授根据详实的数据提示此次疫情的核心热点区域发生在营口鲅鱼圈。根据对指示病例相关城市（北京 沈阳 大连 合肥）密切接触者的筛查从时间与空间上最终锁定了病例可能输入的原点。 病例输入的原 ...
Mon Oct 26 19:29:48 2020,新冠不应成为世界分隔的理由。只要全球团结就没有过不去的疫情。贝宁驻中国大使在上海专家和医护团队救治后写的与中国的情结让我们更加相信人类10万年前走出非洲后散落全球各地我们从未分离也不应分离。 【转】中国我从未离开
Fri Oct 23 13:14:13 2020,感（传）染性疾病长期以来影响着人民大众的健康感染病医生也是国之重器我们需要一流的战士平战结合保护好这个国家。新一期的华山感染招募令发布汇聚领域高手亲任教官申报管道已经开放管道开放时间有限。
Fri Oct 23 13:13:51 2020,发布了头条文章《华山感染进修报名开始啦——十一大模块等你来解锁》 华山感染进修报名开始啦——十一大模块等你来解锁
Mon Oct 12 09:01:47 2020,美国签署大巴林顿宣言中国青岛实施全民检测在不平衡中看到共同点近日由哈佛、牛津和斯坦福三位顶尖科学家撰写的“大巴顿宣言”获得了全球两万多医学专业工作者的支持。宣言提到世界在经受着新冠大流行经过长达9个月的世界关闭与部分停摆也仅换来目前的局面。长期维持世界的停摆势必会 ...
Fri Oct 09 15:53:30 2020,节后抗新冠临床专家组在市疾控研讨后阶段诊治重点任务。输入性的几例重症患者脱离危险专家组非常高兴。专家组认为后阶段我国仍面临各类输入风险民众和各级医院仍要做好准备。秋冬季流感等常见传染病会如约而至各级医院须做好诊断能力的储备。对于新冠的筛查要保持持续的筛查能力。
Mon Oct 05 22:24:09 2020,2020 年诺贝尔医学及生理学奖授予了Harvey J. Alter、Michael Houghton 以及 Charles M. Rice 三位科学家以表彰他们在丙型肝炎研究领域做出的贡献。丙型肝炎是感染病领域的重要疾病之一现在更是成为医学史上屈指可数可以被治愈的慢性疾病。本次诺奖授予这三位专家也让感染病学科在诺奖中的记录 ...
Tue Sep 29 23:35:32 2020,今天上午由中国国家自然科学基金委员会支持、比尔及梅琳达•盖茨基金会（以下简称盖茨基金会）和复旦大学附属华山医院联合主办、上海科学技术交流中心承办的“第二届全球健康学术研讨会”于2020年9月29日至30日在上海召开。世界卫生组织（WHO）、全球疫苗免疫联盟（Gavi）、流行病防范创新联盟（CEP ...
Mon Sep 28 14:08:33 2020,发布了头条文章《「乘风破“案”」—华山感染疑难病例系列第⑨辑 |2016年的那场禽流感》 「乘风破“案”」—华山感染疑难病例系列第⑨辑 |2016年的那场禽流感
Thu Dec 31 15:29:19 2020,2020年漫漫长夜终于迎来曙光  2020年1月1日因为发现新冠肺炎病例武汉宣布关闭武汉海鲜市场这是中国主动抗击新冠疫情的标志性日期。明天将是2021年1月1日整整一年。今天中国在2020年的最后一天宣布新冠灭活疫苗递交上市申请迎接2021年元旦的到来。一年之内中国完成了从全面展开非药物干 ...
Tue Dec 22 00:21:48 2020,英国突变株并不意外疫苗接种有条不紊推进即可  这个冬至夜过的并不太平。英国卫生部官员Matt Hancock 知会议会英国发现新冠病毒的新突变株可能会加速病毒在英国的传播。英国伦敦地区随之也宣布采取了最高等级（4级）的防疫措施。这个消息迅速在中国引起轩然大波。关于是否接种疫苗还纠缠不清 ...
Sat Dec 12 16:59:07 2020,全球启动疫苗接种计划疫情控制关键节点何时出现 2021年全球各国均会积极推动疫苗的接种这几乎成为制约新冠肺炎疫情能否控制的最关键因素了。考虑到医疗资源有限明年在全球范围内全面实现疫苗接种目标几乎不可能。部分疫苗生产国可能可以率先实现接种计划进而扩展到全球。当前处于疫情中心 ...
Tue Dec 08 00:02:05 2020,多种信息透露未来防疫策略和全球交流场景 今天上海公布了在11月20至23日间报告的6例本土确诊病例的溯源结果。中风险区域经过两周关闭已经开放。 仍处于封闭的世界对于各种消息逐渐变得麻木关于防疫前景也似乎波澜不惊。但数个事件却已经透露出明年全球交流的可能场景。 上海进博会和日本 ...
Thu Nov 26 23:15:19 2020,今天国家自然科学基金委地球科学部在京举行了新型冠状病毒环境传播与风险防范研讨会。几件事情可以看出当前新常态抗疫下取得的成果首先是昨天夜里从上海抵达北京入住宾馆时因为上海仍有本土病例略有担心会不会入住受阻。非常高兴地看到目前以北京为代表的全国各地都认绿码入住只要不是 ...
Sun Nov 22 16:16:08 2020,冬季多地现本土病例后的抗疫新态势 冬季来临全国多地发生散发疫情引发全国对于冬季爆发疫情的恐惧并且对各地抗疫策略的差异性也多有热议。其实中国各地对于疫情的防控都非常到位。从防控效果来看目前的疫情都在可控范围并未有连续性的社区二代病例发生。有趣的是各地抗疫策略似乎出 ...
Tue Nov 10 20:24:10 2020,今天中午上海临床救治专家组集体会诊了上海本土病例病情不重但这个病例引起了各界。上海进博会今天也圆满结束。这次进博会的人员流动与货物流动均是疫情之后最大的国际交流盛会由于做好了很好的输入货物与人员的管控与检测为疫情期间成功举办国际盛典提供了很好的模式。在疫情期间进 ...
Tue Nov 10 19:54:26 2020,今天中午上海临床救治专家组集体会诊了上海本土病例病情不重但这个病例引起了各界。上海进博会今天也圆满结束。这次进博会的人员流动与货物流动均是疫情之后最大的国际交流盛会由于做好了很好的输入货物与人员的管控与检测为疫情期间成功举办国际盛典提供了很好的模式。在疫情期间进 ...
Mon Aug 17 17:13:54 2020,发布了头条文章《「乘风破“案”」-华山感染疑难病例系列第三辑|非洲归来的“偷渡客”》 「乘风破“案”」-华山感染疑难病例系列第三辑|非洲归来的“偷渡客”
Sat Oct 31 23:16:48 2020,近期很荣幸受邀参与了由世界顶尖科学家协会发起、上海市人民政府主办的第三届顶尖科学家论坛。并在 ...
Sun Aug 09 21:33:02 2020,这个周末令人难忘! 2020.8.7日2020年中美临床微生物学与感染病学高端论坛顺利召开。2020.8.8-8.9日由上海市微生物学会、上海市微生物学会临床微生物学专业委员会、上海市微生物学会医学微生物学专业委员会、上海市微生物学会微生物耐药防控专业委员会联合主办的“第七届临床微生物学与感染病学国 ...
Fri Aug 07 22:41:35 2020,近日为了促进长三角公共卫生一体化建设受无锡市政府邀请加入太湖人才计划支持行列。政府部门对于公共卫生事业的支持已经付诸实施。公共卫生也是国之重器在这个领域长期拼搏的年轻人是甘于清贫的群体但我更希望这个人才计划能够更多的鼓励到团队的青年们。中华民族面临历史关键时期中华复兴会 ...
Thu Aug 06 23:31:35 2020,世界上很多古老的传染病还继续威胁着我们。所以要特别感谢 在这样的背景下出版了我的新书《张文宏说传染》。 文明和病毒细菌之间只隔了一个航班的距离。认识一个目前仍然在蔓延的新发传染病要向科学要答案向历史要灵感。这样我们就会更加高瞻远瞩更加谦卑也更具信心。
Mon Aug 03 19:32:20 2020,各位“华山感染医学圈或非医学圈的小伙伴们华山感染临床病例系列现以“乘风破案”专栏全新再次出道啦我们将继续为大家系列推出华山感染临床各式经典疑难病例有时它是“千呼万唤始出来犹抱琵琶半遮面”有时它是“山重水复疑无路柳暗花明又一村”有时它是“千磨万击还坚劲任尔东西南北风 ...
Sat Jul 18 20:48:16 2020,香港和新疆近日陆续出现新发病例防控策略上有何异同乌鲁木齐市近日出现新增确诊病例和无症状感染者引起了大家的。事实上中国局部地区出现小规模聚集性病例是疫情防控常态化的特点之一之前的北京也是如此。同时我们可以看到在疫情发生后北京和乌鲁木齐市都迅速重拳出击开展 ...
Sat Jul 11 08:05:28 2020,哈通社9日报道该国患上不明肺炎的人数比确诊新冠肺炎的人数多2至3倍。10日哈萨克斯坦累计确诊新冠肺炎病例54747例死亡264例。该文在我国引发大众广泛焦虑。根据哈萨克斯坦驻华大使馆解释依据世界卫生组织的《国际疾病分类(ICD-10)》编码当肺部CT显示出现磨玻璃阴影症状时临床和流行病学 ...
Mon Jul 06 12:06:51 2020,最近大家都在新冠病毒是否发生了变异引起了更大范围的传播而且还没有上市的疫苗是不是也面临无效的威胁。特别是2020年7月3日国际著名杂志“细胞”上发表显示29%的新冠病毒样本都出现了D164G的变异特别是北京这次疫情反弹中发现的病毒株也有这个突变后续对我国疫情会造成怎样的影响呢 ...
Thu Jun 25 13:39:48 2020,端午节也是防疫好时节
Sun Apr 25 21:52:59 2021,印度疫情失控的深层原因和走向 据报道截至当地时间4月24日8时过去24小时内印度新增新冠肺炎确诊病例346786例累计确诊16610481例。由于疫情不断恶化新冠肺炎死亡病例数急剧增长。 印度流行病毒株出现了双突变但不是此次疫情完全失控的原因 印度B.1.617的双突变株自2020年10月在印度被 ...
Sat Apr 17 01:27:48 2021,上海接种超千万 从1918年H1N1大流感以来到2003年SARS2009年H1N1大流感2013年人感染H7N9禽流感人类从未被疫情所迫关闭如此之久后续仍然有诸多不确定因素。我们有诸多分歧但是关于疫苗接种全球逐渐达成共识中国疫苗接种总剂次目前是全球第二即将成为第一毋庸置疑。但是真正给我们 ...
Sun Apr 04 12:55:39 2021,"关于云南、关于瑞丽边境线有多长边境线169.8公里云南省男性平均身高169cm女性159cm平均身高164双手张开长度也就164cm手拉手围起来需要103,536人去掉老人小孩全瑞丽人手不够所以今天的局面瑞丽人尽力了。事实上就算手拉手围起来瑞丽犬牙交错的边境线上有河流、高山、堤坝还有 ..."
Fri Apr 02 11:37:06 2021,近期瑞丽疫情透露的几个关键信息 瑞丽最近出现了数十列本土病例无症状感染者居多。瑞丽疫情透露了几个关键的信息。● 境外新冠疫情处高位输入风险仍需高度重视当前大多国家疫情仍在高位运行只有少数如中国、新加坡等公共卫生措施实施到位的国家与地区以及以色列、英国与美国等疫苗接种推 ...
Sat Feb 13 00:18:36 2021,抗新冠一年回顾与展望去年的春节来得早2020年1月24日就到了。翻阅日记除夕（1月24日）这天是这样的上午主管卫生的副市长召开联防联控会议。下午上海市市长召集专家组会议上海落实1级响应方案。晚上返回金山公共卫生中心病房。全国范围内武汉保卫战各城市阻击战全国总体战全面打响。回 ...
Fri Feb 05 14:23:18 2021,疫情终结终有时我们需要的是耐心、勇气还有包容精准防控的链条还在延伸昨天通过对确诊病例的密接者的持续监测经防控部门再次主动监测筛查在传播链上再发现一例病例。即使是精准防控防控的重点也有分层散发病例不会一直发生在眼皮底下但争取能在目光所及之处。迄今为止这波疫情终究还 ...
Sun Jan 24 00:13:52 2021,上海如期召开两会。我是这届人大代表不能参加今天的开幕仪式了。这两天和上海防疫队伍的兄弟姐妹们转战徐汇区疾控、黄浦区疾控连线依靠常规筛查快速捕捉本土病例的复旦大学上海肿瘤医院和交通大学上海仁济医院的医护团队。每日继续维持在上海市公共卫生临床中心的查房。一切都在有条不紊地展开。 ...
Tue Jan 12 00:10:53 2021,今天接种疫苗第二针。宣传疫苗接种是个人的选择也是全球的需求。随着国际和国内的疫苗逐渐上市全球协同抗疫逐渐拉开了帷幕。疫苗推进速度决定人类与新冠疫情对决的未来。疫苗接种速度越快就能有效控制疫情病毒变异的速度就难以跟上疾病防控的速度。若是疫情蔓延不能控制病毒变异逃避疫苗作 ...
Fri Jan 01 22:13:30 2021,大家在新冠变异病毒株输入中国引发新的流行。中国疾控对所有病毒株都有系统的监测。上海疾控检测到第一株VOC毒株立即向中国疾控申报并且在中国疾控的官方杂志China CDC Weekly （中国疾控周报）上向全球发布。这是一个常规动作证明对于变异病毒株中国目前具备非常强的监测能力。也包括 ...
Thu Dec 31 20:13:50 2020,大道不孤天下一家。
