Tue Mar 08 11:36:49 2022, 马住 我马一下 推荐《第二性》《女性辩护》女性主义启蒙之书
Tue Mar 08 00:43:06 2022,     老百姓还要怎么做你们才肯彻查丰县 老百姓还要怎么做你们才肯彻查丰县 老百姓还要怎么做你们才肯彻查丰县 老百姓还要怎么做你们才肯彻查丰县
Tue Mar 08 00:41:51 2022,思考半夜玩2048的意义是啥……
Sat Mar 05 02:04:01 2022,《瀑布》给我的观影体验也是瀑布式的在极端的压抑难过和极端的欣慰满足之间摇摆。终于在20岁的时候我的直观的观影感受能和导演在电影里的表达相契合谢谢钟孟宏《瀑布》很好看。
Tue Mar 01 23:22:54 2022,好的我再试试
Tue Jun 14 19:21:00 2022, 这可恶的奥密克戎   嚓 第一时间拉群⋯⋯
Sat Mar 26 00:41:30 2022,我的好心情值五万
Fri Jun 10 18:48:28 2022, 要是个确诊还等现在
Fri Mar 25 02:47:18 2022,有的人平时看起来很傻逼但是认识得越久聊得越深你会觉得他很有魅力很讨人喜欢比如张瀚文……
Fri Jun 10 18:44:07 2022, 法律不是特效药更不是放在神坛上的真理遗患无穷的问题需要更多的与思考
Thu Mar 24 18:27:01 2022,……
Fri Jun 10 17:57:02 2022, 还没抓呢再磨蹭一会网友都把人搜出来了。
Thu Mar 24 12:42:46 2022,在杨总pyq看到的真的好让人无奈无力绝望……
Fri Jun 10 17:35:35 2022,愤怒和无力……怎么保护生活在随时可能会出现杀千刀的人渣威胁的恐惧下的女性啊
Mon Mar 21 23:52:44 2022,每次听都会想哭…
Sun May 29 00:32:56 2022,听湿了
Sun Mar 20 00:17:52 2022,“We all need liuliumei”
Sat Mar 19 01:05:48 2022,我好像很少这样想…但我现在真的很想妈妈很想家…
Fri Mar 18 12:22:11 2022,看了两天周侯恋b站上周侯恋的都快被我看完了过期糖真好磕…谁懂…
Tue Mar 15 23:58:50 2022,单曲 Linger (
Thu Jan 21 11:38:50 2021,想要
Sun Jan 17 11:19:18 2021,能中奖吗
Fri Jan 08 12:38:59 2021,我是第9位申请创建陈俊云超话的粉丝还差1位满足申请条件助力创建人数越多开通几率越大大家快来戳这里→  帮我加快创建速度吧~
Mon May 23 14:05:11 2022,“用歌词巩固 着巴别塔的重塑”有抨击有批判Nous是real hiphop
Mon May 23 01:50:53 2022,Lamar新专出了快一周了还是找不到靠谱的乐评…
Fri May 20 01:42:25 2022,妈妈晚上给我发消息。我和家里人基本不在白天联系因为我之前很少在白天回爸妈的消息总是敷衍了事甚至看见了晾着不回一个月可能仅有的两三次电话都是在晚上这让他们觉得我白天总是很忙。我总是像这样对我信任无疑的爱有恃无恐近来各种事情涌来才发觉这样实在不好。妈妈在微信问我在校上网课 ...
Thu May 19 01:17:56 2022,之前看到师兄在推送里讲“摇滚不过是我们这群没勇气的人的精神鸦片而已。”但我是出生在墙里的孩子如果我没来过这里我没被这里影响我没听过《小鸟》我不会理解汪峰在见到一堵大墙时的震惊和愤怒谁知道后来摇滚会不会也只是没勇气的我的精神鸦片呢但至少现在摇滚让我看见让我感受我喜欢愤怒地 ...
Mon May 09 14:42:26 2022,声生不息好听啊但也只是好听而已
Thu May 05 18:20:32 2022,我宣布今日pyq最佳
Mon Jan 24 13:57:19 2022,要一直保持愤怒
Sun Jan 23 15:12:35 2022,求知
Thu Jan 20 21:35:32 2022,跟爸妈一起三个人待上10分钟就血压高到血要沸腾我他妈什么时候才能有好心态完全不管他们之间的事情。一点也不想放寒假。
Mon Jan 17 18:45:21 2022,码住
Fri Jan 07 04:29:49 2022,三点钟就突然醒了然后再也睡不着索性起来背马原……
Thu Jan 06 10:36:00 2022,求签 第六十八吉  异梦生英杰 前来事可疑 芳菲春日暖 依旧发残枝    解签-> 
Thu Jan 06 01:05:19 2022,什么时候领导们拍拍脑袋做决定的时候能想想 比例原则什么时候合宪性审查能不只是一个概念…
Sat Jan 01 06:48:01 2022,第一天就通宵……
Sat Jul 17 15:22:03 2021,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈好
Fri Jul 16 12:13:33 2021, 盛夏未来宣传曲MV 放肆自己放空未来。
Fri Jul 02 22:28:35 2021,离开世外桃源
Tue Nov 09 19:16:27 2021,张瀚文Hanwen🍔的第一贴是我的啦
Tue Mar 16 20:58:35 2021,我与托翁的共同点
Thu Apr 14 08:46:12 2022,《觉 醒 年 代》 我的生命中会永远记得414的广场 有同行者为了瞬间的自由狂欢
Tue Sep 14 00:01:31 2021,不谈八卦早睡早起控糖控油
Mon Nov 08 00:11:14 2021,哈哈
Sun Feb 28 23:24:16 2021,寂寞难耐
Thu Apr 14 02:36:41 2022,看完了《阳光普照》边看边想想了很多我觉得应该写一些下来
Sat Sep 11 01:32:42 2021,我真他妈的幸福我到的每一个地方遇到的每一个人都他妈的好到爆炸我怎么这么幸运我爱死了我身边的每一个人包括通过手机连接的每一个朋友。我需要爱渴望爱而世界慷慨地给予我我太应该活得精彩一点了。
Fri Feb 12 00:43:33 2021,今天是我的生日02月12日来祝福我吧~
Thu Apr 14 00:57:43 2022, 人生如浮萍不知道怎么熬过 这个是网上找到的 还有聊天记录里为什么每条消息后面的时间都是一样的 评论配图
Sat Nov 06 11:08:00 2021,wdnmd的疫情 连魔法教室都借不到
Thu Sep 02 00:48:16 2021,被这样泼脏水大概是大学生涯里降临在我身上最恶心的事了想想也很幸运之前都被保护得很好。感恩。
Sun Apr 10 02:34:16 2022, 井井有条稳中向好祖国的建设少不了我们每一颗螺丝钉
Sat Feb 06 07:27:31 2021,陈俊云请问有更难过的事吗
Sat Apr 09 18:57:33 2022, 时代的饕餮盛宴里你我只是一块白面馒头。
Tue Aug 24 22:45:12 2021,我能抽中一次吗
Mon Oct 25 00:49:36 2021,我太喜欢太喜欢盛夏未来了今晚又二刷了一遍上次是一个人在电影院看的如果有幸能有两个人的时候一定一定要一起去电影院看。
Thu Feb 04 21:48:32 2021,鲨我
Mon Aug 23 13:20:14 2021,在下一个夏天前学会剪好了
Mon Apr 04 01:54:35 2022,不要当愚民
Sun Oct 24 21:46:15 2021,太好看了
Thu Feb 04 11:13:31 2021,挖到宝藏辽 谢震廷好牛单曲 湿了分寸 (
Fri Aug 20 01:05:41 2021,“我不认识他们却无比熟悉”我怀念的 (哔哩哔哩客户端下载 )
Thu Oct 21 21:32:31 2021,很幸运就是说
Tue Oct 19 23:52:02 2021,一定不要做言语的巨人行动的矮子
Mon Feb 01 15:19:18 2021,然而
Tue Aug 03 02:00:31 2021,救命我真的越来越喜欢了
Mon Dec 20 11:01:04 2021,复习
Mon Dec 13 19:13:37 2021,庆祝zhw劫后余生
Sun Dec 05 23:31:59 2021,游移在无力的主基调与细碎的获得感之间的常态
Sat Nov 20 01:40:36 2021,妈的从明天自然醒睁眼开始我不要再摆烂了我该有那些高级的欲望和诚挚的情感我再也不要那种我摆烂也能活得很好的优越感了我还是相信“这里就是罗德岛要跳就在这里跳。”
Sun Nov 14 23:17:19 2021,在被欠下疯狂的债的11周和颓废懒惰的自己折磨的时候的一点点光
Sat Feb 12 00:56:44 2022,今天是我的生日02月12日来祝福我吧~
Thu Feb 10 18:46:51 2022,why🚬
Thu Feb 03 02:35:24 2022,妈的打游戏是为了逃避现实还他妈让我打的窝火难过…
Mon Jan 31 22:53:58 2022,1
Mon Jan 31 08:42:08 2022, 因为还有女性被铁链拴着而焦虑。
Sat Jan 29 00:24:24 2022,GOODNIGHT 水库底的配电盘的
Sun May 01 20:12:24 2022,我的五一
Sat Apr 23 12:45:41 2022, 胡编从不让人失望。
Mon Apr 18 08:00:40 2022,你想要的答案都在这里   答案-> 
Fri Apr 15 00:20:27 2022,可就是控制让我比以往的任何时候都渴望自由
Thu Apr 14 21:57:12 2022, 我讨厌这个捂嘴的时代 我向往的是有问题解决问题 你口口声声说人民利益至上终究只是个幌子罢了
Sun May 02 00:25:18 2021,5.1
Sat May 01 00:10:06 2021,蓝色的五月
Thu Apr 29 15:39:05 2021,第一次打上甲组比赛学会去享受球场的空气以后的日子 像云鸿说的那样 任重而道远
Sun Apr 18 00:34:23 2021,一周感想狗揽八泡屎泡泡舔不净现实比马尔克斯更懂魔幻现实主义艺术
Tue Apr 06 00:40:44 2021,我好喜欢这张照片啊哈哈哈哈哈
Sat Mar 20 12:33:42 2021,想要
